128,union square cafe,21 e. 16th st.,new york city
129,virgil's,152 w. 44th st.,new york
130,virgil's real bbq,152 w. 44th st.,new york city
131,chin's,3200 las vegas blvd. s,las vegas
132,chin's,3200 las vegas blvd. s.,las vegas
133,coyote cafe,3799 las vegas blvd. s,las vegas
134,coyote cafe (las vegas),3799 las vegas blvd. s.,las vegas
135,le montrachet,3000 w. paradise rd.,las vegas
136,le montrachet bistro,3000 paradise rd.,las vegas
137,palace court,3570 las vegas blvd. s,las vegas
138,palace court,3570 las vegas blvd. s.,las vegas
139,second street grille,200 e. fremont st.,las vegas
140,second street grill,200 e. fremont st.,las vegas
141,steak house,2880 las vegas blvd. s,las vegas
142,steak house  the,2880 las vegas blvd. s.,las vegas
143,tillerman,2245 e. flamingo rd.,las vegas
144,tillerman  the,2245 e. flamingo rd.,las vegas
145,abruzzi,2355 peachtree rd.  peachtree battle shopping center,atlanta
146,abruzzi,2355 peachtree rd. ne,atlanta
147,bacchanalia,3125 piedmont rd.  near peachtree rd.,atlanta
148,bacchanalia,3125 piedmont rd.,atlanta
149,bone's,3130 piedmont road,atlanta
150,bone's restaurant,3130 piedmont rd. ne,atlanta
151,brasserie le coze,3393 peachtree rd.  lenox square mall  near neiman marcus,atlanta
152,brasserie le coze,3393 peachtree rd.,atlanta
153,buckhead diner,3073 piedmont road,atlanta
154,buckhead diner,3073 piedmont rd.,atlanta
155,ciboulette,1529 piedmont ave.,atlanta
156,ciboulette restaurant,1529 piedmont ave.,atlanta
157,delectables,1 margaret mitchell sq.,atlanta
158,delectables,1 margaret mitchell sq.,atlanta
159,georgia grille,2290 peachtree rd.  peachtree square shopping center,atlanta
160,georgia grille,2290 peachtree rd.,atlanta
161,hedgerose heights inn,490 e. paces ferry rd.,atlanta
162,hedgerose heights inn  the,490 e. paces ferry rd. ne,atlanta
163,heera of india,595 piedmont ave.  rio shopping mall,atlanta
164,heera of india,595 piedmont ave.,atlanta
165,indigo coastal grill,1397 n. highland ave.,atlanta
166,indigo coastal grill,1397 n. highland ave.,atlanta
167,la grotta,2637 peachtree rd.  peachtree house condominium,atlanta
168,la grotta,2637 peachtree rd. ne,atlanta
169,mary mac's tea room,224 ponce de leon ave.,atlanta
170,mary mac's tea room,224 ponce de leon ave.,atlanta
171,nikolai's roof,255 courtland st.  at harris st.,atlanta
172,nikolai's roof,255 courtland st.,atlanta
173,pano's and paul's,1232 w. paces ferry rd.,atlanta
174,pano's & paul's,1232 w. paces ferry rd.,atlanta
175,cafe  ritz-carlton  buckhead,3434 peachtree rd.,atlanta
176,ritz-carlton cafe (buckhead),3434 peachtree rd. ne,atlanta
177,dining room  ritz-carlton  buckhead,3434 peachtree rd.,atlanta
178,ritz-carlton dining room (buckhead),3434 peachtree rd. ne,atlanta
179,restaurant  ritz-carlton  atlanta,181 peachtree st.,atlanta
180,ritz-carlton restaurant,181 peachtree st.,atlanta
181,toulouse,b peachtree rd.,atlanta
182,toulouse,293-b peachtree rd.,atlanta
183,veni vidi vici,41 14th st.,atlanta
184,alain rondelli,126 clement st.,san francisco
185,alain rondelli,126 clement st.,san francisco
186,aqua,252 california st.,san francisco
187,aqua,252 california st.,san francisco
188,boulevard,1 mission st.,san francisco
189,boulevard,1 mission st.,san francisco
190,cafe claude,7 claude la.,san francisco
191,cafe claude,7 claude ln.,san francisco
192,campton place,340 stockton st.,san francisco
193,campton place,340 stockton st.,san francisco
194,chez michel,804 northpoint,san francisco
195,chez michel,804 north point st.,san francisco
196,fleur de lys,777 sutter st.,san francisco
197,fleur de lys,777 sutter st.,san francisco
198,fringale,570 4th st.,san francisco
199,fringale,570 fourth st.,san francisco
200,hawthorne lane,22 hawthorne st.,san francisco
201,hawthorne lane,22 hawthorne st.,san francisco
202,khan toke thai house,5937 geary blvd.,san francisco
203,khan toke thai house,5937 geary blvd.,san francisco
204,la folie,2316 polk st.,san francisco
205,la folie,2316 polk st.,san francisco
206,lulu,816 folsom st.,san francisco
207,lulu restaurant-bis-cafe,816 folsom st.,san francisco
208,masa's,648 bush st.,san francisco
209,masa's,648 bush st.,san francisco
210,mifune japan center  kintetsu building,1737 post st.,san francisco
211,mifune,1737 post st.,san francisco
212,plumpjack cafe,3201 fillmore st.,san francisco
213,plumpjack cafe,3127 fillmore st.,san francisco
214,postrio,545 post st.,san francisco
215,postrio,545 post st.,san francisco
216,ritz-carlton restaurant and dining room,600 stockton st.,san francisco
217,ritz-carlton dining room (san francisco),600 stockton st.,san francisco
218,rose pistola,532 columbus ave.,san francisco
219,adriano's ristorante,2930 beverly glen circle,los angeles
220,barney greengrass,9570 wilshire blvd.,beverly hills
221,beaurivage,26025 pacific coast hwy.,malibu
222,bistro garden,176 n. canon dr.,los angeles
223,border grill,4th st.,los angeles
224,broadway deli,3rd st. promenade,santa monica
225,ca'brea,346 s. la brea ave.,los angeles
226,ca'del sol,4100 cahuenga blvd.,los angeles
227,cafe pinot,700 w. fifth st.,los angeles
228,california pizza kitchen,207 s. beverly dr.,los angeles
229,canter's,419 n. fairfax ave.,los angeles
230,cava,3rd st.,los angeles
231,cha cha cha,656 n. virgil ave.,los angeles
232,chan dara,310 n. larchmont blvd.,los angeles
233,clearwater cafe,168 w. colorado blvd.,los angeles
234,dining room,9500 wilshire blvd.,los angeles
235,dive!,10250 santa monica blvd.,los angeles
236,drago,2628 wilshire blvd.,santa monica
237,drai's,730 n. la cienega blvd.,los angeles
238,dynasty room,930 hilgard ave.,los angeles
239,eclipse,8800 melrose ave.,los angeles
240,ed debevic's,134 n. la cienega,los angeles
241,el cholo,1121 s. western ave.,los angeles
242,gilliland's,2424 main st.,santa monica
243,gladstone's,4 fish 17300 pacific coast hwy. at sunset blvd.,pacific palisades
244,hard rock cafe,8600 beverly blvd.,los angeles
245,harry's bar & american grill,2020 ave. of the stars,los angeles
246,il fornaio cucina italiana,301 n. beverly dr.,los angeles
247,jack sprat's grill,10668 w. pico blvd.,los angeles
248,jackson's farm,439 n. beverly drive,los angeles
249,jimmy's,201 moreno dr.,los angeles
250,joss,9255 sunset blvd.,los angeles
251,le colonial,8783 beverly blvd.,los angeles
252,le dome,8720 sunset blvd.,los angeles
253,louise's trattoria,4500 los feliz blvd.,los angeles
254,mon kee seafood restaurant,679 n. spring st.,los angeles
255,morton's,8764 melrose ave.,los angeles
256,nate 'n' al's,414 n. beverly dr.,los angeles
257,nicola,601 s. figueroa st.,los angeles
258,ocean avenue,1401 ocean ave.,santa monica
259,orleans,11705 national blvd.,los angeles
260,pacific dining car,6th st.,los angeles
261,paty's,10001 riverside dr.,toluca lake
262,pinot hollywood,1448 n. gower st.,los angeles
263,posto,14928 ventura blvd.,sherman oaks
264,prego,362 n. camden dr.,los angeles
265,rj's the rib joint,252 n. beverly dr.,los angeles
266,remi,3rd st. promenade,santa monica
267,restaurant horikawa,111 s. san pedro st.,los angeles
268,roscoe's house of chicken 'n' waffles,1514 n. gower st.,los angeles
269,schatzi on main,3110 main st.,los angeles
270,sofi,3rd st.,los angeles
271,swingers,8020 beverly blvd.,los angeles
272,tavola calda,7371 melrose ave.,los angeles
273,the mandarin,430 n. camden dr.,los angeles
274,tommy tang's,7313 melrose ave.,los angeles
275,tra di noi,3835 cross creek rd.,los angeles
276,trader vic's,9876 wilshire blvd.,los angeles
277,vida,1930 north hillhurst ave.,los feliz
278,west beach cafe,60 n. venice blvd.,los angeles
279,20 mott,20 mott st.  between bowery and pell st.,new york
280,9 jones street,9 jones st.,new york
281,adrienne,700 5th ave. at 55th st.,new york
282,agrotikon,322 e. 14 st.  between 1st and 2nd aves.,new york
283,aja,937 broadway at 22nd st.,new york
284,alamo,304 e. 48th st.,new york
285,alley's end,311 w. 17th st.,new york
286,ambassador grill,1 united nations plaza at 44th st.,new york
287,american place,2 park ave. at 32nd st.,new york
288,anche vivolo,222 e. 58th st.  between 2nd and 3rd aves.,new york
289,arizona,206 206 e. 60th st.,new york
290,arturo's,106 w. houston st.  off thompson st.,new york
291,au mandarin,200-250 vesey st. world financial center,new york
292,bar anise,1022 3rd ave.  between 60th and 61st sts.,new york
293,barbetta,321 w. 46th st.,new york
294,ben benson's,123 w. 52nd st.,new york
295,big cup,228 8th ave.  between 21st and 22nd sts.,new york
296,billy's,948 1st ave.  between 52nd and 53rd sts.,new york
297,boca chica,13 1st ave.  near 1st st.,new york
298,bolo,23 e. 22nd st.,new york
299,boonthai,1393a 2nd ave.  between 72nd and 73rd sts.,new york
300,bouterin,420 e. 59th st.  off 1st ave.,new york
301,brothers bar-b-q,225 varick st. at clarkston st.,new york
302,bruno,240 e. 58th st.,new york
303,bryant park grill  roof restaurant and bp cafe,25 w. 40th st.  between 5th and 6th aves.,new york
304,c3,103 waverly pl.  near washington sq.,new york
305,ct,111 e. 22nd st.  between park ave. s and lexington ave.,new york
306,cafe bianco,1486 2nd ave.  between 77th and 78th sts.,new york
307,cafe botanica,160 central park s,new york
308,cafe la fortuna,69 w. 71st st.,new york
309,cafe luxembourg,200 w. 70th st.,new york
310,cafe pierre,2 e. 61st st.,new york
311,cafe centro,200 park ave.  between 45th st. and vanderbilt ave.,new york
312,cafe fes,246 w. 4th st. at charles st.,new york
313,caffe dante,81 macdougal st.  between houston and bleeker sts.,new york
314,caffe dell'artista,46 greenwich ave.,new york
315,caffe lure,169 sullivan st.  between houston and bleecker sts.,new york
316,caffe reggio,119 macdougal st.  between 3rd and bleecker sts.,new york
317,caffe roma,385 broome st. at mulberry,new york
318,caffe vivaldi,32 jones st. at bleecker st.,new york
319,caffe bondi ristorante,7 w. 20th st.,new york
320,capsouto freres,451 washington st.  near watts st.,new york
321,captain's table,860 2nd ave. at 46th st.,new york
322,casa la femme,150 wooster st.  between houston and prince sts.,new york
323,cendrillon asian grill & marimba bar,45 mercer st.  between broome and grand sts.,new york
324,chez jacqueline,72 macdougal st.  between w. houston and bleecker sts.,new york
325,chiam,160 e. 48th st.,new york
326,china grill,60 w. 53rd st.,new york
327,cite,120 w. 51st st.,new york
328,coco pazzo,23 e. 74th st.,new york
329,columbus bakery,53rd sts.,new york
330,corrado cafe,1013 3rd ave.  between 60th and 61st sts.,new york
331,cupcake cafe,522 9th ave. at 39th st.,new york
332,da nico,164 mulberry st.  between grand and broome sts.,new york
333,dean & deluca,121 prince st.,new york
334,diva,341 w. broadway  near grand st.,new york
335,dix et sept,181 w. 10th st.,new york
336,docks,633 3rd ave. at 40th st.,new york
337,duane park cafe,157 duane st.  between w. broadway and hudson st.,new york
338,el teddy's,219 w. broadway  between franklin and white sts.,new york
339,emily's,1325 5th ave. at 111th st.,new york
340,empire korea,6 e. 32nd st.,new york
341,ernie's,2150 broadway  between 75th and 76th sts.,new york
342,evergreen cafe,1288 1st ave. at 69th st.,new york
343,f. ille ponte ristorante,39 desbrosses st.  near west st.,new york
344,felix,340 w. broadway at grand st.,new york
345,ferrier,29 e. 65th st.,new york
346,fifty seven fifty seven,57 e. 57th st.,new york
347,film center cafe,635 9th ave.  between 44th and 45th sts.,new york
348,fiorello's roman cafe,1900 broadway  between 63rd and 64th sts.,new york
349,firehouse,522 columbus ave.  between 85th and 86th sts.,new york
350,first,87 1st ave.  between 5th and 6th sts.,new york
351,fishin eddie,73 w. 71st st.,new york
352,fleur de jour,348 e. 62nd st.,new york
353,flowers,21 west 17th st.  between 5th and 6th aves.,new york
354,follonico,6 w. 24th st.,new york
355,fraunces tavern,54 pearl st. at broad st.,new york
356,french roast,458 6th ave. at 11th st.,new york
357,french roast cafe,2340 broadway at 85th st.,new york
358,frico bar,402 w. 43rd st.  off 9th ave.,new york
359,fujiyama mama,467 columbus ave.  between 82nd and 83rd sts.,new york
360,gabriela's,685 amsterdam ave. at 93rd st.,new york
361,gallagher's,228 w. 52nd st.,new york
362,gianni's,15 fulton st.,new york
363,girafe,208 e. 58th st.  between 2nd and 3rd aves.,new york
364,global,33 93 2nd ave.  between 5th and 6th sts.,new york
365,golden unicorn,18 e. broadway at catherine st.,new york
366,grand ticino,228 thompson st.  between w. 3rd and bleecker sts.,new york
367,halcyon,151 w. 54th st.  in the rihga royal hotel,new york
368,hard rock cafe,221 w. 57th st.,new york
369,hi-life restaurant and lounge,1340 1st ave. at 72nd st.,new york
370,home,20 cornelia st.  between bleecker and w. 4th st.,new york
371,hudson river club,4 world financial center,new york
372,i trulli,122 e. 27th st.  between lexington and park aves.,new york
373,il cortile,125 mulberry st.  between canal and hester sts.,new york
374,il nido,251 e. 53rd st.,new york
375,inca grill,492 broome st.  near w. broadway,new york
376,indochine,430 lafayette st.  between 4th st. and astor pl.,new york
377,internet cafe,82 e. 3rd st.  between 1st and 2nd aves.,new york
378,ipanema,13 w. 46th st.,new york
379,jean lafitte,68 w. 58th st.,new york
380,jewel of india,15 w. 44th st.,new york
381,jimmy sung's,219 e. 44th st.  between 2nd and 3rd aves.,new york
382,joe allen,326 w. 46th st.,new york
383,judson grill,152 w. 52nd st.,new york
384,l'absinthe,227 e. 67th st.,new york
385,l'auberge,1191 1st ave.  between 64th and 65th sts.,new york
386,l'auberge du midi,310 w. 4th st.  between w. 12th and bank sts.,new york
387,l'udo,432 lafayette st.  near astor pl.,new york
388,la reserve,4 w. 49th st.,new york
389,lanza restaurant,168 1st ave.  between 10th and 11th sts.,new york
390,lattanzi ristorante,361 w. 46th st.,new york
391,layla,211 w. broadway at franklin st.,new york
392,le chantilly,106 e. 57th st.,new york
393,le colonial,149 e. 57th st.,new york
394,le gamin,50 macdougal st.  between houston and prince sts.,new york
395,le jardin,25 cleveland pl.  near spring st.,new york
396,le madri,168 w. 18th st.,new york
397,le marais,150 w. 46th st.,new york
398,le perigord,405 e. 52nd st.,new york
399,le select,507 columbus ave.  between 84th and 85th sts.,new york
400,les halles,411 park ave. s  between 28th and 29th sts.,new york
401,lincoln tavern,51 w. 64th st.,new york
402,lola,30 west 22nd st.  between 5th and 6th ave.,new york
403,lucky strike,59 grand st.  between wooster st. and w. broadway,new york
404,mad fish,2182 broadway  between 77th and 78th sts.,new york
405,main street,446 columbus ave.  between 81st and 82nd sts.,new york
406,mangia e bevi,800 9th ave. at 53rd st.,new york
407,manhattan cafe,1161 1st ave.  between 63rd and 64th sts.,new york
408,manila garden,325 e. 14th st.  between 1st and 2nd aves.,new york
409,marichu,342 e. 46th st.  between 1st and 2nd aves.,new york
410,marquet patisserie,15 e. 12th st.  between 5th ave. and university pl.,new york
411,match,160 mercer st.  between houston and prince sts.,new york
412,matthew's,1030 3rd ave. at 61st st.,new york
413,mavalli palace,46 e. 29th st.,new york
414,milan cafe and coffee bar,120 w. 23rd st.,new york
415,monkey bar,60 e. 54th st.,new york
416,montien,1134 1st ave.   between 62nd and 63rd sts.,new york
417,morton's,551 5th ave. at 45th st.,new york
418,motown cafe,104 w. 57th st.  near 6th ave.,new york
419,new york kom tang soot bul house,32 w. 32nd st.,new york
420,new york noodletown,28 1/2 bowery at bayard st.,new york
421,newsbar,2 w. 19th st.,new york
422,odeon,145 w. broadway at thomas st.,new york
423,orso,322 w. 46th st.,new york
424,osteria al droge,142 w. 44th st.,new york
425,otabe,68 e. 56th st.,new york
426,pacifica,138 lafayette st.  between canal and howard sts.,new york
427,palio,151 w. 51st. st.,new york
428,pamir,1065 1st ave.  at 58th st.,new york
429,parioli romanissimo,24 e. 81st st.,new york
430,patria,250 park ave. s at 20th st.,new york
431,peacock alley,301 park ave.  between 49th and 50th sts.,new york
432,pen & pencil,205 e. 45th st.,new york
433,penang soho,109 spring st.  between greene and mercer sts.,new york
434,persepolis,1423 2nd ave.  between 74th and 75th sts.,new york
435,planet hollywood,140 w. 57th st.,new york
436,pomaire,371 w. 46th st.  off 9th ave.,new york
437,popover cafe,551 amsterdam ave.  between 86th and 87th sts.,new york
438,post house,28 e. 63rd st.,new york
439,rain,100 w. 82nd st.,new york
440,red tulip,439 e. 75th st.,new york
441,remi,145 w. 53rd st.,new york
442,republic,37a union sq. w  between 16th and 17th sts.,new york
443,roettelle a. g,126 e. 7th st.  between 1st ave. and ave. a,new york
444,rosa mexicano,1063 1st ave. at 58th st.,new york
445,ruth's chris,148 w. 51st st.,new york
446,s.p.q.r,133 mulberry st.  between hester and grand sts.,new york
447,sal anthony's,55 irving pl.,new york
448,sammy's roumanian steak house,157 chrystie st. at delancey st.,new york
449,san pietro,18 e. 54th st.,new york
450,sant ambroeus,1000 madison ave.  between 77th and 78th sts.,new york
451,sarabeth's kitchen,423 amsterdam ave.  between 80th and 81st sts.,new york
452,sea grill,19 w. 49th st.,new york
453,serendipity,3 225 e. 60th st.,new york
454,seventh regiment mess and bar,643 park ave. at 66th st.,new york
455,sfuzzi,58 w. 65th st.,new york
456,shaan,57 w. 48th st.,new york
457,sofia fabulous pizza,1022 madison ave.  near 79th st.,new york
458,spring street natural restaurant & bar,62 spring st. at lafayette st.,new york
459,stage deli,834 7th ave.  between 53rd and 54th sts.,new york
460,stingray,428 amsterdam ave.  between 80th and 81st sts.,new york
461,sweet'n'tart cafe,76 mott st. at canal st.,new york
462,t salon,143 mercer st. at prince st.,new york
463,tang pavillion,65 w. 55th st.,new york
464,tapika,950 8th ave. at 56th st.,new york
465,teresa's,103 1st ave.  between 6th and 7th sts.,new york
466,terrace,400 w. 119th st.  between amsterdam and morningside aves.,new york
467,the coffee pot,350 9th ave. at 49th st.,new york
468,the savannah club,2420 broadway at 89th st.,new york
469,trattoria dell'arte,900 7th ave.  between 56th and 57th sts.,new york
470,triangolo,345 e. 83rd st.,new york
471,tribeca grill,375 greenwich st.  near franklin st.,new york
472,trois jean,154 e. 79th st.  between lexington and 3rd aves.,new york
473,tse yang,34 e. 51st st.,new york
474,turkish kitchen,386 3rd ave.  between 27th and 28th sts.,new york
475,two two two,222 w. 79th st.,new york
476,veniero's pasticceria,342 e. 11th st.  near 1st ave.,new york
477,verbena,54 irving pl. at 17th st.,new york
478,victor's cafe,52 236 w. 52nd st.,new york
479,vince & eddie's,70 w. 68th st.,new york
480,vong,200 e. 54th st.,new york
481,water club,500 e. 30th st.,new york
482,west,63rd street steakhouse 44 w. 63rd st.,new york
483,xunta,174 1st ave.  between 10th and 11th sts.,new york
484,zen palate,34 union sq. e at 16th st.,new york
485,zoe,90 prince st.  between broadway and mercer st.,new york
486,abbey,163 ponce de leon ave.,atlanta
487,aleck's barbecue heaven,783 martin luther king jr. dr.,atlanta
488,annie's thai castle,3195 roswell rd.,atlanta
489,anthonys,3109 piedmont rd.  just south of peachtree rd.,atlanta
490,atlanta fish market,265 pharr rd.,atlanta
491,beesley's of buckhead,260 e. paces ferry road,atlanta
492,bertolini's,3500 peachtree rd.  phipps plaza,atlanta
493,bistango,1100 peachtree st.,atlanta
494,cafe renaissance,7050 jimmy carter blvd.  norcross,atlanta
495,camille's,1186 n. highland ave.,atlanta
496,cassis,3300 peachtree rd.  grand hyatt,atlanta
497,city grill,50 hurt plaza,atlanta
498,coco loco,40  buckhead crossing mall on the sidney marcus blvd.,atlanta
499,colonnade restaurant,1879 cheshire bridge rd.,atlanta
500,dante's down the hatch  buckhead,3380 peachtree rd.,atlanta
501,dante's down the hatch,underground underground mall  underground atlanta,atlanta
502,fat matt's rib shack,1811 piedmont ave.  near cheshire bridge rd.,atlanta
503,french quarter food shop,923 peachtree st.  at 8th st.,atlanta
504,holt bros. bar-b-q,6359 jimmy carter blvd.  at buford hwy.  norcross,atlanta
505,horseradish grill,4320 powers ferry rd.,atlanta
506,hsu's gourmet,192 peachtree center ave.  at international blvd.,atlanta
507,imperial fez,2285 peachtree rd.  peachtree battle condominium,atlanta
508,kamogawa,3300 peachtree rd.  grand hyatt,atlanta
509,la grotta at ravinia dunwoody rd.,holiday inn/crowne plaza at ravinia  dunwoody,atlanta
510,little szechuan,c buford hwy.  northwoods plaza  doraville,atlanta
511,lowcountry barbecue,6301 roswell rd.  sandy springs plaza  sandy springs,atlanta
512,luna si,1931 peachtree rd.,atlanta
513,mambo restaurante cubano,1402 n. highland ave.,atlanta
514,mckinnon's louisiane,3209 maple dr.,atlanta
515,mi spia dunwoody rd.,park place  across from perimeter mall  dunwoody,atlanta
516,nickiemoto's: a sushi bar,247 buckhead ave.  east village sq.,atlanta
517,palisades,1829 peachtree rd.,atlanta
518,pleasant peasant,555 peachtree st.  at linden ave.,atlanta
519,pricci,500 pharr rd.,atlanta
520,r.j.'s uptown kitchen & wine bar,870 n. highland ave.,atlanta
521,rib ranch,25 irby ave.,atlanta
522,sa tsu ki,3043 buford hwy.,atlanta
523,sato sushi and thai,6050 peachtree pkwy.  norcross,atlanta
524,south city kitchen,1144 crescent ave.,atlanta
525,south of france,2345 cheshire bridge rd.,atlanta
526,stringer's fish camp and oyster bar,3384 shallowford rd.  chamblee,atlanta
527,sundown cafe,2165 cheshire bridge rd.,atlanta
528,taste of new orleans,889 w. peachtree st.,atlanta
529,tomtom,3393 peachtree rd.,atlanta
530,antonio's,3700 w. flamingo,las vegas
531,bally's big kitchen,3645 las vegas blvd. s,las vegas
532,bamboo garden,4850 flamingo rd.,las vegas
533,battista's hole in the wall,4041 audrie st. at flamingo rd.,las vegas
534,bertolini's,3570 las vegas blvd. s,las vegas
535,binion's coffee shop,128 fremont st.,las vegas
536,bistro,3400 las vegas blvd. s,las vegas
537,broiler,4111 boulder hwy.,las vegas
538,bugsy's diner,3555 las vegas blvd. s,las vegas
539,cafe michelle,1350 e. flamingo rd.,las vegas
540,cafe roma,3570 las vegas blvd. s,las vegas
541,capozzoli's,3333 s. maryland pkwy.,las vegas
542,carnival world,3700 w. flamingo rd.,las vegas
543,center stage plaza hotel,1 main st.,las vegas
544,circus circus,2880 las vegas blvd. s,las vegas
545,empress court,3570 las vegas blvd. s,las vegas
546,feast,2411 w. sahara ave.,las vegas
547,golden nugget hotel,129 e. fremont st.,las vegas
548,golden steer,308 w. sahara ave.,las vegas
549,lillie langtry's,129 e. fremont st.,las vegas
550,mandarin court,1510 e. flamingo rd.,las vegas
551,margarita's mexican cantina,3120 las vegas blvd. s,las vegas
552,mary's diner,5111 w. boulder hwy.,las vegas
